what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129837101
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129838717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1484129849642
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484129863781
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484129864947
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484129865517
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484129867896
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484129869389
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484129870971
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484129872791
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484129874422
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129886827
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129889450
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484129890615
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129892138
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484129935892
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484129936200
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129945953
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129953865
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484129967222
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484129967413
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129970427
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484129972939
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484129975867
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484129976037
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484129979268
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1484129985370
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484129988355
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484129989830
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484129996980
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484129998846
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484130000157
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1484130004527
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1484130011156
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130021552
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130113097
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484130117135
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484130117257
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130118520
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484130120957
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484130122384
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130123645
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484130132821
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130141910
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130144478
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484130155719
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484130159593
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130160617
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484130163642
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130169728
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130172423
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130174182
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484130177262
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484130251647
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130256277
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130258763
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484130595827
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484130596081
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484130937555
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484130939571
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484130941974
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484130944469
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484130945104
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484135899339
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484135922072
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484135934182
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484135936794
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196448617
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484196451234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196456519
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196488823
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196490853
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196491615
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196493433
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196493521
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196493536
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196494873
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484196496093
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196496093
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196496730
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196549342
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196557086
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196570309
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196570670
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196570695
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196572372
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196573874
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196574747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196575458
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196582741
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196585378
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196605420
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196607116
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196622026
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196623383
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196632277
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196633821
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196634447
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196635407
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484196642440
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484196645004
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196649218
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196666181
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196666277
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196666339
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196667461
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196670045
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196678561
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196679929
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196701984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196703305
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196705560
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196709436
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196726849
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196730670
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196731779
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196734911
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196736576
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196748853
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484196757936
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484196758756
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196758889
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484196758903
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196760146
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484196762460
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1484196764721
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484196768852
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196768904
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484196768921
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484196769687
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1484196775061
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196778298
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196798580
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196805261
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196807864
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196828742
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196869277
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196877643
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1484196914325
started,bundle,org.eclipse.help.base,3.5.0.v201006080911,"org.eclipse.help.base",1484196915750
started,bundle,org.eclipse.help.ui,3.5.0.v20100517,"org.eclipse.help.ui",1484196915793
started,bundle,org.eclipse.datatools.connectivity,1.2.0.v201005270426,"org.eclipse.datatools.connectivity",1484196916655
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.0.v201005182319,"org.eclipse.datatools.connectivity.ui",1484196916656
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1484196917596
started,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1484196917618
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1484196924263
started,bundle,org.eclipse.rse.core,3.1.100.v201003151933,"org.eclipse.rse.core",1484196924301
started,bundle,org.eclipse.rse.ui,3.1.100.v201005282245,"org.eclipse.rse.ui",1484196924907
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.0.v201005221100,"org.eclipse.rse.subsystems.files.core",1484196925112
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1484196925113
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.100.v201003010830,"org.eclipse.rse.subsystems.shells.core",1484196925168
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.local",1484196925169
started,bundle,org.eclipse.rse.connectorservice.local,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.local",1484196925179
started,bundle,org.eclipse.rse.services.local,2.1.200.v201005261700,"org.eclipse.rse.services.local",1484196925191
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1484196926707
started,bundle,org.eclipse.jpt.ui,2.3.0.v201005190001,"org.eclipse.jpt.ui",1484196928189
started,bundle,org.eclipse.jdt.junit.core,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.core",1484196932497
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1484196962622
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196963366
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484196967554
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484196968611
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197008848
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197009716
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197423651
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197428085
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1484197440307
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1484197440318
started,bundle,org.eclipse.pde,3.6.0.v201006080911,"org.eclipse.pde",1484197440587
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197465832
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484197467385
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484197470446
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484197471926
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197477634
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197502721
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197503054
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197531789
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.update",1484197542218
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1484197542252
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1484197542298
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1484197542349
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1484197542452
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1484197542473
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197542514
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1484197562519
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.200.v20100503,"org.eclipse.equinox.p2.updatesite",1484197563471
started,bundle,org.eclipse.equinox.p2.publisher,1.1.0.v20100513,"org.eclipse.equinox.p2.publisher",1484197563481
started,bundle,org.eclipse.equinox.p2.director,2.0.0.v20100525,"org.eclipse.equinox.p2.director",1484197569512
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1484197569528
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.artifact.repository",1484197569539
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.0.v20100513,"org.eclipse.equinox.p2.touchpoint.eclipse",1484197569731
started,bundle,org.eclipse.equinox.p2.touchpoint.natives,1.0.200.v20100503a,"org.eclipse.equinox.p2.touchpoint.natives",1484197573086
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197595236
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484197595249
error,log,,,"An internal error occurred during: ""Install download0"".",1484197740368
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199807020
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199815801
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199818156
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199821279
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199823324
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1484199824959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199828755
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199835615
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProgressView",1484199839359
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProgressView",1484199839378
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1484199847312
opened,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.SourceView",1484199848786
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.SourceView",1484199848797
opened,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavadocView",1484199850070
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavadocView",1484199850079
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1484199850970
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484199855645
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484199856887
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199861810
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199968492
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484199969934
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200009413
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200012496
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200097600
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200103752
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1484200106720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200106744
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.update",1484200115406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200117192
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200129973
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200129984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200137231
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProgressView",1484200140613
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484200146734
closed,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProgressView",1484200146738
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200150115
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200349639
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200350420
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200449019
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200450044
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200645068
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484200647050
